title,artist,link
Smocking diagrams,Unknown,https://collections.ed.ac.uk/art/record/102710?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,https://collections.ed.ac.uk/art/record/102705?highlight=*:*
Hyde Park,Unknown,https://collections.ed.ac.uk/art/record/50476?highlight=*:*
Pekin knot sample,Unknown,https://collections.ed.ac.uk/art/record/102730?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21838?highlight=*:*
Untitled (1987),Unknown,https://collections.ed.ac.uk/art/record/21814?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53505?highlight=*:*
Untitled (1997),Unknown,https://collections.ed.ac.uk/art/record/21910?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21904?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53510?highlight=*:*
Three Street Views,Unknown,https://collections.ed.ac.uk/art/record/21176?highlight=*:*
Vilnius Academy of Fine Arts,Unknown,https://collections.ed.ac.uk/art/record/99853?highlight=*:*
Self Portrait in White Apron,Unknown,https://collections.ed.ac.uk/art/record/22600?highlight=*:*
Portrait of Bearded Man with Bow Tie,Unknown,https://collections.ed.ac.uk/art/record/22611?highlight=*:*
Thick Pale Green,Unknown,https://collections.ed.ac.uk/art/record/22547?highlight=*:*
Summer Fayre,Unknown,https://collections.ed.ac.uk/art/record/22658?highlight=*:*
Coastal Village with Church,Unknown,https://collections.ed.ac.uk/art/record/22733?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21547?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21557?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21556?highlight=*:*
A Head (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21561?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21563?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21573?highlight=*:*
Bloomers,Unknown,https://collections.ed.ac.uk/art/record/102663?highlight=*:*
Child's chinese headdress,Unknown,https://collections.ed.ac.uk/art/record/102677?highlight=*:*
Machine embroidered stole (1958),Unknown,https://collections.ed.ac.uk/art/record/102685?highlight=*:*
Swedish apron (1958),Unknown,https://collections.ed.ac.uk/art/record/102689?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50388?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50420?highlight=*:*
Mexican needleweaving.birds and geometric pattern (1951),Unknown,https://collections.ed.ac.uk/art/record/102692?highlight=*:*
Woven fragments (waistcoat),Unknown,https://collections.ed.ac.uk/art/record/102702?highlight=*:*
Framed applique (1936),Unknown,https://collections.ed.ac.uk/art/record/102698?highlight=*:*
Cap insert (1800-1899),Unknown,https://collections.ed.ac.uk/art/record/102709?highlight=*:*
Patchwork quilt (1700-1899),Unknown,https://collections.ed.ac.uk/art/record/102731?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102725?highlight=*:*
"Painting, Sculpture and Tapestry exhibition poster (1989)",Unknown,https://collections.ed.ac.uk/art/record/21848?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21816?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53504?highlight=*:*
Unknown (1950),Unknown,https://collections.ed.ac.uk/art/record/53507?highlight=*:*
Peacocks at Beveridge Park (20 Apr 1984),Unknown,https://collections.ed.ac.uk/art/record/21631?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21857?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53536?highlight=*:*
The Boston-Edinburgh Portfolio II (2006),Unknown,https://collections.ed.ac.uk/art/record/99855?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99915?highlight=*:*
Composition with Two Figures in Lime Green,Unknown,https://collections.ed.ac.uk/art/record/22657?highlight=*:*
Standing Female Nude,Unknown,https://collections.ed.ac.uk/art/record/22730?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21548?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21554?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
Swedish coffee pot cover,Unknown,https://collections.ed.ac.uk/art/record/102687?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50465?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50468?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50460?highlight=*:*
Mexican needleweaving.birds and hearts (1951),Unknown,https://collections.ed.ac.uk/art/record/102693?highlight=*:*
Needle lace mat,Unknown,https://collections.ed.ac.uk/art/record/102712?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102729?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21851?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21850?highlight=*:*
Untitled (1982),Unknown,https://collections.ed.ac.uk/art/record/21817?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21655?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53602?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21905?highlight=*:*
Untitled (1983),Unknown,https://collections.ed.ac.uk/art/record/21894?highlight=*:*
Untitled (Mar 1997),Unknown,https://collections.ed.ac.uk/art/record/21919?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21867?highlight=*:*
Composition Notes (02 May 1978),Unknown,https://collections.ed.ac.uk/art/record/53537?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99860?highlight=*:*
Woman in Fish Net,Unknown,https://collections.ed.ac.uk/art/record/22537?highlight=*:*
Abstract on Blue*,Unknown,https://collections.ed.ac.uk/art/record/22536?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21569?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21596?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102678?highlight=*:*
Child's collar. Chinese,Unknown,https://collections.ed.ac.uk/art/record/102674?highlight=*:*
Machine stitched net (1946),Unknown,https://collections.ed.ac.uk/art/record/102688?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50379?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50384?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50417?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50433?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50466?highlight=*:*
Chinese sleeveband.figures,Unknown,https://collections.ed.ac.uk/art/record/102700?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102728?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53508?highlight=*:*
Unknown (1950),Unknown,https://collections.ed.ac.uk/art/record/53506?highlight=*:*
Scissors,Unknown,https://collections.ed.ac.uk/art/record/22615?highlight=*:*
Nun with Two Workmen in a Country Landscape,Unknown,https://collections.ed.ac.uk/art/record/22557?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21808?highlight=*:*
Male Nude at Wash Bowl (recto),Unknown,https://collections.ed.ac.uk/art/record/22649?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53540?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53545?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53546?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53544?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown,https://collections.ed.ac.uk/art/record/22642?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53543?highlight=*:*
Figures and Shadows,Unknown,https://collections.ed.ac.uk/art/record/22645?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53541?highlight=*:*
Couple Near a Window,Unknown,https://collections.ed.ac.uk/art/record/22597?highlight=*:*
Replica cast (brown) of Parthenon slab GE33,Unknown,https://collections.ed.ac.uk/art/record/20657?highlight=*:*
Replica cast (brown) of Partheon slab PF045 US09,Unknown,https://collections.ed.ac.uk/art/record/20658?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Unknown,https://collections.ed.ac.uk/art/record/20651?highlight=*:*
"Armorial panel from right tower of Mar's Wark, Stirling (1893)",Unknown,https://collections.ed.ac.uk/art/record/20554?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20656?highlight=*:*
Replica cast of Partheon frieze GE32,Unknown,https://collections.ed.ac.uk/art/record/20654?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99958?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99959?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99956?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99957?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99960?highlight=*:*
Portrait of a Seated Man (1954),Ursula Giles,https://collections.ed.ac.uk/art/record/21211?highlight=*:*
Portrait (1954),Ursula Giles,https://collections.ed.ac.uk/art/record/21207?highlight=*:*
Unknown,Ursula Giles,https://collections.ed.ac.uk/art/record/53489?highlight=*:*
Self Portrait,Ursula Giles,https://collections.ed.ac.uk/art/record/22728?highlight=*:*
Portrait of Graham Sulivan (1956),Ursula Giles,https://collections.ed.ac.uk/art/record/22704?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,https://collections.ed.ac.uk/art/record/22517?highlight=*:*
Standing Female Nude,V Brutt,https://collections.ed.ac.uk/art/record/21261?highlight=*:*
Landscape (1948),V Janikowski,https://collections.ed.ac.uk/art/record/21422?highlight=*:*
Portrait of a Woman (1959),V Thomson,https://collections.ed.ac.uk/art/record/20961?highlight=*:*
Portrait of a Woman,V Timmins,https://collections.ed.ac.uk/art/record/21442?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111443?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111445?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111444?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111447?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50553?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50557?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50555?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50552?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50554?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50556?highlight=*:*
untitled (Unknown),Valerie Anderson,https://collections.ed.ac.uk/art/record/21890?highlight=*:*
Stretching Male Nude (Circa 1953),Valerie Donaldson,https://collections.ed.ac.uk/art/record/20949?highlight=*:*
Unknown,Valerie Samuel,https://collections.ed.ac.uk/art/record/53535?highlight=*:*
Portrait of a Girl (1937),Vanessa Bell,https://collections.ed.ac.uk/art/record/99798?highlight=*:*
Untitled - Sitting Figure (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/99462?highlight=*:*
Self Portrait (1992),Victoria A. James,https://collections.ed.ac.uk/art/record/22742?highlight=*:*
Untitled (Unknown),Victoria Bimie,https://collections.ed.ac.uk/art/record/21962?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21784?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21786?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21785?highlight=*:*
Unknown (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21783?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21787?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21906?highlight=*:*
Tiraz (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21918?highlight=*:*
Seated Young Male Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20832?highlight=*:*
Reclining Female Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20831?highlight=*:*
Standing Female Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20833?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/21746?highlight=*:*
Mythical Composition with Four Figures and Coastal Cliffs,Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/22656?highlight=*:*
Untitled (2007),Vikki Hill,https://collections.ed.ac.uk/art/record/99966?highlight=*:*
Goddess Nike unfastening her sandal (1984),Vincent Butler,https://collections.ed.ac.uk/art/record/20624?highlight=*:*
Goddess Nike unfasterning her sandal (1984),Vincent Butler,https://collections.ed.ac.uk/art/record/20629?highlight=*:*
Benin Head (1964-1964),Vincent Butler,https://collections.ed.ac.uk/art/record/99224?highlight=*:*
Seated Male Nude (1959),Violet Thompson,https://collections.ed.ac.uk/art/record/21146?highlight=*:*
Seated Female Nude (1959),Violet Thompson,https://collections.ed.ac.uk/art/record/21145?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21736?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21734?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21735?highlight=*:*
Untitled (Unknown),Vivian Hinkley,https://collections.ed.ac.uk/art/record/21858?highlight=*:*
Untitled - Abstract Cathedral (1961),Vivien Alexander,https://collections.ed.ac.uk/art/record/99385?highlight=*:*
Unknown (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50626?highlight=*:*
Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50625?highlight=*:*
Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50624?highlight=*:*
Bathers (1962),Vivien Alexander,https://collections.ed.ac.uk/art/record/22524?highlight=*:*
Unknown (1947),Vivien Chapman,https://collections.ed.ac.uk/art/record/50475?highlight=*:*
Portrait of a Woman (1952),W Baxter,https://collections.ed.ac.uk/art/record/21205?highlight=*:*
Portrait of a Woman in a Jumper (1959),W Bryden,https://collections.ed.ac.uk/art/record/21106?highlight=*:*
Portrait of a Woman (1959),W Bryden,https://collections.ed.ac.uk/art/record/21105?highlight=*:*
Seated Male Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21108?highlight=*:*
Seated Female Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21107?highlight=*:*
Unknown (1943),W C G Thomson,https://collections.ed.ac.uk/art/record/50451?highlight=*:*
Seated Male Nude with Blanket (1959),W Campbell,https://collections.ed.ac.uk/art/record/20972?highlight=*:*
Unknown (1978),W Rennie,https://collections.ed.ac.uk/art/record/50427?highlight=*:*
Untitled (1962),W. Douglas,https://collections.ed.ac.uk/art/record/21765?highlight=*:*
Untitled (1963),W. Douglas,https://collections.ed.ac.uk/art/record/21768?highlight=*:*
Standing Male Nude (Jan 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20907?highlight=*:*
Standing Female Nude (Nov 1957),Walter Miller,https://collections.ed.ac.uk/art/record/20908?highlight=*:*
Reclining Female Nude (Jan 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20906?highlight=*:*
Fiddlers (1952),Walter Rogalski,https://collections.ed.ac.uk/art/record/21656?highlight=*:*
Untitled (Unknown),Wendy Gunn,https://collections.ed.ac.uk/art/record/21719?highlight=*:*
Untitled (Unknown),Wendy Gunn,https://collections.ed.ac.uk/art/record/21718?highlight=*:*
Black Rock (1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21592?highlight=*:*
Play-Areas (Unknown),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21597?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21811?highlight=*:*
Fossil Life (1984),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21883?highlight=*:*
