FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
818;819;Yes;40-49;47;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Cumberland;No;;2008-09-29;Motorist Overtaking Bicyclist;18;Non-Intersection;01-09-01;0001-01-01T13:05:58-04:56;Motorist Overtaking - Misjudged Space;321232;2008;B: Evident Injury;Residential;50-59;51;No;51-55 mph;O: No Injury;White;Male;Pickup;No;Yes;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
819;820;Yes;30-39;37;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Asheboro;Randolph;No;01-01-03;2008-10-08;Motorist Failed to Yield - Sign-Controlled Intersection;7;Intersection;01-10-01;0001-01-01T02:58:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;132141;2008;C: Possible Injury;Commercial;30-39;39;No;;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
820;821;Yes;40-49;47;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Cary;Wake;No;01-01-04;2008-10-16;Other / Unusual Circumstances;8;Intersection;01-10-01;0001-01-01T03:12:58-04:56;Unusual Circumstances;111800;2008;B: Evident Injury;Commercial;30-39;32;No;41-45 mph;C: Possible Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;4;Straight - Grade;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
830;831;Yes;20-24;20;No;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;Black;Male;None - Rural Crash;Halifax;No;01-01-02;2008-10-07;Head-On;19;Non-Intersection;01-10-01;0001-01-01T14:10:58-04:56;Head-On - Motorist;321255;2008;C: Possible Injury;Farms, Woods, Pastures;;;Missing;41-45 mph;Injury;/Missing;;;No;Yes;Dusk;Rural (<30% Developed);2 lanes;2;Straight - Bottom;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
847;848;Yes;20-24;20;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;High Point;Guilford;No;01-01-03;2008-10-22;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01-10-01;0001-01-01T12:22:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2008;B: Evident Injury;Residential;30-39;39;No;16-20 mph;O: No Injury;White;Female;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
856;857;No;60-69;63;No;With Traffic;A: Disabling Injury;Travel Lane;White;Male;Kannapolis;Cabarrus;No;01-01-07;2008-11-02;Motorist Overtaking Bicyclist;13;Non-Intersection;01-11-01;0001-01-01T08:23:58-04:56;Motorist Overtaking - Other /;311239;2008;A: Disabling Injury;Commercial;;;Missing;21-25 mph;Injury;/Missing;;Light Truck (Mini-Van, Panel);No;Yes;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;Related To Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
863;864;Yes;16-19;17;No;Not Applicable;K: Killed;Non-Roadway;White;Male;None - Rural Crash;Iredell;No;;2008-10-27;Bicyclist Failed to Yield - Midblock;18;Non-Intersection;01-10-01;0001-01-01T13:13:58-04:56;Bicyclist Ride Out - Midblock -;363319;2008;K: Killed;Residential;60-69;62;No;46-50 mph;B: Evident Injury;White;Female;Passenger Car;No;No;Dusk;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Stop Sign;Clear;No;0.0, 0.0
865;866;No;40-49;41;No;With Traffic;O: No Injury;Travel Lane;White;Male;Durham;Durham;No;;2008-11-03;Motorist Failed to Yield - Midblock;18;Non-Intersection;01-11-01;0001-01-01T13:09:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;311322;2008;O: No Injury;Commercial;25-29;28;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;0.0, 0.0
871;872;No;25-29;28;No;Facing Traffic;O: No Injury;Bike Lane / Paved Shoulder;Hispanic;Male;Asheville;Buncombe;No;;2008-11-03;Bicyclist Right Turn / Merge;6;Non-Intersection;01-11-01;0001-01-01T01:18:58-04:56;Bicyclist Right Turn - Opposite Direction;322224;2008;O: No Injury;Residential;30-39;37;No;41-45 mph;O: No Injury;White;Male;Police;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Grade;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Mountains;Urban;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
876;877;Yes;15-Nov;11;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Duplin;No;01-01-02;2008-11-25;Bicyclist Left Turn / Merge;18;Non-Intersection;01-11-01;0001-01-01T13:33:58-04:56;Bicyclist Left Turn - Same Direction;311221;2008;B: Evident Injury;Farms, Woods, Pastures;30-39;37;No;51-55 mph;O: No Injury;Black;Female;Light Truck (Mini-Van, Panel);No;No;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
878;879;Yes;40-49;42;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Sampson;Yes;01-01-05;2008-11-28;Head-On;18;Non-Intersection;01-11-01;0001-01-01T13:43:58-04:56;Head-On - Bicyclist;311250;2008;B: Evident Injury;Farms, Woods, Pastures;;;No;;Injury;/Missing;;;No;Yes;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;Bridge Approach;Smooth Asphalt;Coastal;Rural;;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
882;883;No;15-Nov;15;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Greensboro;Guilford;No;01-01-03;2008-10-22;Motorist Failed to Yield - Midblock;19;Non-Intersection;01-10-01;0001-01-01T14:11:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;332322;2008;C: Possible Injury;Commercial;;;Missing;0-5 mph;Injury;/Missing;;;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);7 lanes;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Coarse Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;0.0, 0.0
884;885;No;20-24;23;No;With Traffic;O: No Injury;Travel Lane;Other;Male;Charlotte;Mecklenburg;No;01-01-07;2008-11-30;Motorist Failed to Yield - Midblock;18;Non-Intersection;01-11-01;0001-01-01T13:42:58-04:56;Motorist Drive Out - Commercial Driveway / Alley;311322;2008;O: No Injury;Commercial;40-49;45;No;6-10 mph;O: No Injury;White;Male;Van;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Wet;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;0.0, 0.0
887;888;Yes;40-49;45;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01-01-02;2008-12-02;Motorist Failed to Yield - Sign-Controlled Intersection;20;Intersection;01-12-01;0001-01-01T15:08:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;132141;2008;C: Possible Injury;Commercial;;;Missing;;Injury;/Missing;;Passenger Car;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;;Stop Sign;Clear;No;0.0, 0.0
889;890;Yes;50-59;54;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Fayetteville;Cumberland;No;01-01-05;2008-10-24;Bicyclist Failed to Yield - Signalized Intersection;18;Intersection;01-10-01;0001-01-01T13:44:58-04:56;Bicyclist Ride Through - Signalized Intersection;111155;2008;B: Evident Injury;Commercial;25-29;25;No;31-35 mph;O: No Injury;White;Male;Sport Utility;No;No;Dark - Lighted Roadway;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;0.0, 0.0
923;924;No;16-19;16;No;Not Applicable;B: Evident Injury;;White;Male;Monroe;Union;No;;2008-11-24;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01-11-01;0001-01-01T12:38:58-04:56;Bicyclist Ride Out - Midblock -;393319;2008;B: Evident Injury;Commercial;40-49;43;No;36-40 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Missing;Cloudy;No;0.0, 0.0
931;932;Yes;40-49;44;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Cabarrus;No;01-01-04;2008-12-25;Motorist Overtaking Bicyclist;16;Non-Intersection;01-12-01;0001-01-01T11:57:58-04:56;Motorist Overtaking - Other /;311239;2008;B: Evident Injury;Residential;25-29;28;No;36-40 mph;O: No Injury;White;Male;Passenger Car;No;No;Dusk;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No;0.0, 0.0
936;937;No;50-59;58;No;Facing Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Raleigh;Wake;No;01-01-04;2008-10-02;Motorist Failed to Yield - Signalized Intersection;10;Intersection;01-10-01;0001-01-01T05:32:58-04:56;Motorist Drive Out - Right Turn on Red;132151;2008;O: No Injury;Commercial;50-59;56;No;0-5 mph;O: No Injury;Black;Female;;No;Yes;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
937;938;Yes;25-29;28;No;With Traffic;K: Killed;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Carteret;No;01-01-03;2008-12-03;Motorist Overtaking Bicyclist;17;Non-Intersection;01-12-01;0001-01-01T12:22:58-04:56;Motorist Overtaking - Other /;321239;2008;K: Killed;Commercial;20-24;21;No;51-55 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Mixed (30% To 70% Developed);4 lanes;2;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;0.0, 0.0
940;941;No;30-39;36;No;Not Applicable;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;Asian;Male;Raleigh;Wake;No;;2008-10-20;Crossing Paths - Other Circumstances;21;Intersection;01-10-01;0001-01-01T16:59:58-04:56;Signalized Intersection - Other /;133158;2008;O: No Injury;Commercial;40-49;41;No;41-45 mph;O: No Injury;Black;Male;Pickup;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
943;944;No;15-Nov;14;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Raleigh;Wake;No;01-01-03;2008-10-01;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01-10-01;0001-01-01T13:34:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;132141;2008;C: Possible Injury;Residential;30-39;33;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;0.0, 0.0
945;946;Yes;15-Nov;15;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Raleigh;Wake;No;01-01-04;2008-12-04;Motorist Failed to Yield - Signalized Intersection;7;Intersection;01-12-01;0001-01-01T02:12:58-04:56;Motorist Drive Out - Right Turn on Red;112151;2008;C: Possible Injury;Commercial;50-59;59;No;0-5 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
952;953;Yes;25-29;28;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Carrboro;Orange;No;01-01-04;2008-12-04;Bicyclist Left Turn / Merge;20;Non-Intersection;01-12-01;0001-01-01T15:38:58-04:56;Bicyclist Left Turn - Opposite Direction;312222;2008;C: Possible Injury;Commercial;20-24;23;No;16-20 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Cloudy;No;0.0, 0.0
955;956;Yes;40-49;41;No;With Traffic;K: Killed;Travel Lane;White;Male;Southern Pines;Moore;No;01-01-03;2008-12-03;Motorist Overtaking Bicyclist;2;Non-Intersection;01-12-01;0000-12-31T21:36:58-04:56;Motorist Overtaking - Other /;311239;2008;K: Killed;Commercial;30-39;30;No;41-45 mph;O: No Injury;White;Female;Passenger Car;No;Yes;Dark - Lighted Roadway;Mixed (30% To 70% Developed);5 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;0.0, 0.0
959;960;Yes;15-Nov;12;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Apex;Wake;No;01-01-06;2008-12-13;Crossing Paths - Other Circumstances;17;Intersection;01-12-01;0001-01-01T12:36:58-04:56;Signalized Intersection - Other /;132158;2008;C: Possible Injury;Commercial;30-39;34;No;41-45 mph;O: No Injury;White;Female;Van;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;0.0, 0.0
960;961;Yes;40-49;46;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Greenville;Pitt;No;01-01-05;2008-12-12;Motorist Failed to Yield - Sign-Controlled Intersection;6;Intersection;01-12-01;0001-01-01T01:43:58-04:56;Motorist Drive Out - Sign-Controlled Intersection;111141;2008;B: Evident Injury;Commercial;60-69;62;No;0-5 mph;O: No Injury;Black;Female;Van;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;US Route;Wet;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;Stop Sign;Cloudy;No;0.0, 0.0
961;962;No;40-49;41;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;None - Rural Crash;Johnston;No;;2008-12-15;Motorist Overtaking Bicyclist;17;Non-Intersection;01-12-01;0001-01-01T12:53:58-04:56;Motorist Overtaking - Misjudged Space;311232;2008;C: Possible Injury;Farms, Woods, Pastures;50-59;54;No;51-55 mph;O: No Injury;White;Male;Police;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Fog, Smog, Smoke;No;0.0, 0.0
963;964;No;16-19;19;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Gastonia;Gaston;No;01-01-02;2008-12-16;Motorist Right Turn / Merge;13;Non-Intersection;01-12-01;0001-01-01T08:06:58-04:56;Motorist Right Turn - Same Direction;332213;2008;C: Possible Injury;Residential;0-19;19;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;One-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Missing;Cloudy;No;0.0, 0.0
964;965;Yes;;;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Navassa;Brunswick;No;01-01-07;2008-12-14;Head-On;13;Non-Intersection;01-12-01;0001-01-01T08:29:58-04:56;Head-On -;311259;2008;B: Evident Injury;Residential;40-49;42;No;31-35 mph;B: Evident Injury;Black;Male;Motorcycle;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;3;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;;No Control Present;Clear;No;0.0, 0.0
966;967;Yes;16-19;17;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Charlotte;Mecklenburg;No;;2008-03-03;Loss of Control / Turning Error;7;Intersection;01-03-01;0001-01-01T02:23:58-04:56;Motorist Lost Control - Mechanical Problems;132131;2008;B: Evident Injury;Institutional;60-69;60;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Other;Clear;No;0.0, 0.0
967;968;No;16-19;18;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;Charlotte;Mecklenburg;No;01-01-03;2008-12-17;Non-Roadway;15;Non-Roadway;01-12-01;0001-01-01T10:10:58-04:56;Non-Roadway;460910;2008;B: Evident Injury;Commercial;40-49;45;No;11-15 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Missing;Cloudy;No;0.0, 0.0
969;970;Yes;40-49;44;No;With Traffic;O: No Injury;Travel Lane;Black;Male;Sanford;Lee;No;01-01-04;2008-12-18;Crossing Paths - Other Circumstances;18;Intersection;01-12-01;0001-01-01T13:05:58-04:56;Signalized Intersection - Other /;111158;2008;O: No Injury;Commercial;30-39;32;No;11-15 mph;O: No Injury;Hispanic;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;0.0, 0.0
973;974;Yes;40-49;40;No;Facing Traffic;B: Evident Injury;;White;Male;Fayetteville;Cumberland;No;01-01-03;2008-12-10;Motorist Right Turn / Merge;17;Intersection;01-12-01;0001-01-01T12:55:58-04:56;Motorist Right Turn - Opposite Direction;192214;2008;B: Evident Injury;Residential;;;Missing;6-10 mph;Injury;/Missing;;Sport Utility;No;Yes;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Concrete;Coastal;Urban;40 - 45  MPH;Stop Sign;Cloudy;No;0.0, 0.0
977;978;Yes;30-39;39;Yes;With Traffic;O: No Injury;Travel Lane;White;Male;Raleigh;Wake;Yes;01-01-02;2008-09-23;Bicyclist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01-09-01;0001-01-01T13:24:58-04:56;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2008;O: No Injury;Commercial;20-24;22;No;31-35 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Flashing Signal With Stop Sign;Clear;No;0.0, 0.0
979;980;Yes;15-Nov;12;No;Not Applicable;C: Possible Injury;Travel Lane;Black;Male;Goldsboro;Wayne;No;01-01-06;2008-12-20;Bicyclist Failed to Yield - Midblock;20;Non-Intersection;01-12-01;0001-01-01T15:47:58-04:56;Bicyclist Ride Out - Midblock -;313319;2008;C: Possible Injury;Commercial;70+;;No;26-30 mph;O: No Injury;Black;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Rain;No;0.0, 0.0
985;986;Yes;40-49;42;No;;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01-01-06;2008-12-27;Other /  - Insufficient Details;17;Intersection;01-12-01;0001-01-01T12:59:58-04:56;Approach Paths;1390970;2008;C: Possible Injury;Commercial;40-49;49;No;11-15 mph;O: No Injury;Black;Male;Light Truck (Mini-Van, Panel);No;No;Dark - Lighted Roadway;Urban (>70% Developed);8 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Cloudy;No;0.0, 0.0
986;987;Yes;30-39;33;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;01-01-07;2008-12-28;Motorist Left Turn / Merge;12;Intersection;01-12-01;0001-01-01T07:12:58-04:56;Motorist Left Turn - Opposite Direction;111212;2008;B: Evident Injury;Residential;70+;;No;16-20 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Missing;Clear;No;0.0, 0.0
