name,country_parent,total,dems,repubs,year
Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$65,500","$30,500","$35,000",2020
Sodexo Inc,France/Sodexo,"$3,000",$0,"$3,000",2020
Solvay America,Belgium/Solvay SA,"$34,000","$12,500","$21,500",2020
Sony Music Entertainment (Sony Corp),Japan/Sony Corp,"$12,500","$7,500","$5,000",2020
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$93,500","$63,000","$30,500",2020
Spark Therapeutics (Roche Holdings),Switzerland/Roche Holdings,"$11,500","$4,500","$7,000",2020
SSAB Americas,Sweden/SSAB AB,"$27,000","$7,500","$19,500",2020
Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,"$3,500",$0,"$3,500",2020
Steris Corp,UK/Steris PLC,"$72,750","$12,500","$60,250",2020
SUEZ Water,France/SUEZ Environnement,"$5,500","$4,500","$1,000",2020
Sun Life Financial (Sun Life Financial),Canada/Sun Life Financial,"$112,500","$66,500","$43,500",2020
Sunovion Pharmaceuticals (Sumitomo Chemical),Japan/Sumitomo Chemical,"$88,000","$41,000","$47,000",2020
Sunpower Corp,France/Total SA,"$24,000","$23,500",$500,2020
Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$3,500",$0,"$3,500",2020
Swiss Re America,Switzerland/Swiss Reinsurance,"$30,500","$17,500","$13,000",2020
Syngenta Corp,China/ChemChina,"$143,000","$61,000","$82,000",2020
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$136,000","$66,000","$70,000",2020
Tate & Lyle Americas (Tate & Lyle),UK/Tate & Lyle,"$14,750","$3,500","$11,250",2020
TD Bank USA,Canada/Toronto-Dominion Bank,"$171,200","$80,200","$91,000",2020
TE Connectivity,Switzerland/TE Connectivity,"$114,500","$61,000","$53,500",2020
TECO Energy,Canada/Emera Inc,"$31,000","$8,500","$22,500",2020
Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$77,300","$44,300","$33,000",2020
Toyota Motor North America,Japan/Toyota Motor Corp,"$1,161,642","$583,000","$578,642",2020
Trane Technologies,Ireland/Trane Technologies,"$6,800","$2,000","$4,800",2020
TransAmerica,Netherlands/Aegon NV,"$504,000","$243,500","$259,500",2020
Transcanada USA Services (TC Energy),Canada/TC Energy,"$142,500","$58,500","$84,000",2020
Travelport Inc,UK/Travelport Ltd,$0,$0,$0,2020
UBS Americas,Switzerland/UBS AG,"$1,615,000","$802,500","$812,500",2020
UCB Inc (UCB SA),Belgium/UCB SA,"$35,000","$13,500","$21,500",2020
Ultra Electronics USA,UK/Ultra Electronics,"$41,500","$14,000","$27,500",2020
Universal Music Group (Vivendi),France/Vivendi,"$128,750","$73,000","$55,750",2020
Valent USA (Sumitomo Chemical),Japan/Sumitomo Chemical,"$14,000","$8,500","$5,500",2020
VNA Holding (AB Volvo),Sweden/AB Volvo,"$112,500","$48,000","$64,500",2020
VT Halter Marine,Singapore/ST Engineering,"$11,200",$0,"$11,200",2020
Washington Gas Light Co (AltaGas Ltd),Canada/AltaGas Ltd,"$25,500","$18,500","$7,000",2020
Westinghouse Electric,Canada/Brookfield Business Partners,"$43,500","$8,000","$35,500",2020
Wexler & Walker Public Policy Assoc (WPP Group),UK/WPP Group,$0,$0,$0,2020
WSP USA,Canada/WSP Global,"$147,250","$108,750","$38,500",2020
XL America (AXA),France/AXA,$0,$0,$0,2020
ZF Automotive US (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"$24,500","$14,500","$10,000",2020
Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$267,500","$143,000","$124,500",2020
Accenture (Accenture),Ireland/Accenture plc,"$3,000",$0,"$3,000",2022
Air Liquide America,France/L'Air Liquide SA,"$9,800","$9,800",$0,2022
Airbus Group,Netherlands/Airbus Group,"$133,000","$55,500","$77,500",2022
Alkermes Inc,Ireland/Alkermes Plc,"$52,000","$24,000","$28,000",2022
Allianz of America (Allianz),Germany/Allianz AG Holding,"$18,500","$11,500","$7,000",2022
AMG Vanadium,Netherlands/AMG Advanced Metallurgical Group,"$1,525",$0,"$1,525",2022
Anheuser-Busch (Anheuser-Busch InBev),Belgium/Anheuser-Busch InBev,"$312,500","$147,000","$165,500",2022
AON Corp (AON plc),UK/AON PLC,"$65,500","$39,000","$26,500",2022
APL Maritime (CMA CGM),France/CMA CGM SA,"$4,000","$2,000","$2,000",2022
Aptiv PLC,Ireland/Aptiv PLC,$0,$0,$0,2022
Arcadis US (Arcadis NV),Netherlands/Arcadis NV,$0,$0,$0,2022
Arch Capital Group (US),UK/Arch Capital Group,"$10,000","$8,000","$2,000",2022
Arkema Inc,France/Arkema,"$25,500","$13,500","$12,000",2022
Assured Guaranty Municipal Corp (Assured Guaranty Corp),UK/Assured Guaranty Ltd,"$28,000","$17,000","$11,000",2022
Astellas US,Japan/Astellas Pharma,"$75,000","$30,500","$44,500",2022
AstraZeneca Pharmaceuticals (AstraZeneca PLC),UK/AstraZeneca PLC,"$165,000","$54,000","$111,000",2022
Atkins North America,UK/SNC-Lavalin,"$5,000",$0,"$5,000",2022
Austal USA,Australia/Austal Ltd,"$26,700","$5,000","$21,700",2022
Avangrid Inc (Iberdrola SA),Spain/Iberdrola SA,"$58,500","$45,000","$13,500",2022
Bacardi USA,UK/Bacardi Ltd,"$22,000","$14,500","$7,500",2022
BAE Systems (BAE Systems),UK/BAE Systems,"$486,500","$215,000","$271,500",2022
Barclays Group US,UK/Barclays plc,"$32,500","$17,500","$15,000",2022
Barrick Goldstrike Mines,Canada/Barrick Gold Corp,"$10,500","$8,000","$2,500",2022
BASF Corp,Germany/BASF SE,"$296,500","$163,000","$133,500",2022
Bayer Corp (Bayer AG),Germany/Bayer AG,"$104,000","$70,000","$34,000",2022
BBVA USA (PNC Financial Services),Spain/Banco Bilbao Vizcaya Argentaria,"$169,500","$105,500","$64,000",2022
Beam Suntory (Suntory Holdings),Japan/Suntory Holdings,"$18,000","$13,000","$5,000",2022
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,$0,$0,$0,2022
BMO Financial Corp (Bank of Montreal),Canada/Bank of Montreal,"$128,000","$55,500","$72,500",2022
Boehringer Ingelheim Corp,Germany/CH Boehringer Sohn,"$98,000","$54,000","$44,000",2022
Bombardier Aerospace (Bombardier Inc),Canada/Bombardier Inc,"$23,000","$11,500","$11,500",2022
BP North America,UK/BP PLC,"-$1,000",$0,"-$1,000",2022
Bridgestone Americas,Japan/Bridgestone Corp,"$17,000","$8,000","$9,000",2022
Bumble Bee Foods (FCF Co),Taiwan/FCF Co,"$6,000","$6,000",$0,2022
CAE USA,Canada/CAE Inc,$0,$0,$0,2022
CalPortland Co,Japan/Taiheiyo Cement Co,"$41,500","$2,000","$39,500",2022
Carmeuse Lime,Netherlands/Carmeuse SA,$0,$0,$0,2022
Case New Holland,Netherlands/CNH Industrial,"$85,000",$0,"$85,000",2022
CEMEX Inc,Mexico/CEMEX SAB de CV,"$22,500","$8,000","$14,500",2022
CGI Technologies & Solutions,Canada/CGI Group,"$27,000","$26,000","$1,000",2022
Chubb Group of Insurance Companies,Switzerland/Chubb Ltd,"$50,000","$27,500","$22,500",2022
CIBC Bancorp,Canada/Canadian Imperial Bank of Commerce,"$2,000","$2,000",$0,2022
Cirrus Aircraft Corp,China/Aviation Industry Corp of China,$0,$0,$0,2022
Continental Automotive Systems (Continental AG),Germany/Continental AG,$0,$0,$0,2022
Covestro LLC (Covestro AG),Germany/Covestro AG,"$6,500","$7,500","-$1,000",2022
Credit Suisse Securities,Switzerland/Credit Suisse Group,$0,$0,$0,2022
CRH Americas (CRH PLC),Ireland/CRH PLC,"$361,600","$148,000","$213,600",2022
Cronos USA,Canada/Cronos Group,"$18,000","$15,000","$3,000",2022
CSL Behring,Australia/CSL Ltd,"$26,300","$22,400","$3,900",2022
Daimler Trucks North America (Daimler AG),Germany/Daimler AG,"$2,500",$0,"$2,500",2022
Delhaize America,Belgium/Ahold Delhaize,"$3,000","$2,000","$1,000",2022
Deutsche Bank Securities,Germany/Deutsche Bank AG,$0,$0,$0,2022
Diageo North America (Diageo PLC),UK/Diageo PLC,"$5,275","$2,775","$2,500",2022
Eaton Corp (Eaton Corp),Ireland/Eaton Plc,"$34,500","$18,000","$16,500",2022
EDF Renewables (EDF Group),France/EDF Group,"$23,500","$20,000","$3,500",2022
EDP Renewables NA,Portugal/EDP - Energias de Portugal,"$20,500","$20,500",$0,2022
Eisai Inc,Japan/Eisai Co Ltd,"$14,600","$8,800","$5,800",2022
Elbit Systems of America,Israel/Elbit Systems Ltd,"$44,000","$11,500","$32,500",2022
Elekta Inc (Elekta AB),Sweden/Elekta AB,"$55,000","$28,000","$27,000",2022
Embraer Aircraft Holdings,Brazil/Embraer-Empresa Brasileira de Aeronautic,"$33,000","$8,000","$25,000",2022
EMD Serono Inc,Germany/Merck KGaA,"$86,000","$51,000","$35,000",2022
Empire District Electric (Algonquin Power & Utilities),Canada/Algonquin Power & Utilities,$0,$0,$0,2022
Empower Retirement (Power Financial Corp),Canada/Power Financial Corp,"$10,500","$1,000","$9,500",2022
Enbridge Inc,Canada/Enbridge Inc,"$34,000","$18,000","$16,000",2022
Endo Pharmaceuticals,Ireland/Endo International,$0,$0,$0,2022
ENGIE North America,France/ENGIE,"$7,500","$7,500",$0,2022
Equitable Holdings (AXA),France/AXA,"$113,500","$66,500","$47,000",2022
Ericsson Inc,Sweden/Telefonaktiebolaget LM Ericsson,"$53,000","$29,000","$24,000",2022
Essent US Holdings,UK/Essent Group,"$3,500","$2,500","$1,000",2022
Experian,UK/Experian,"$230,500","$112,000","$118,500",2022
Farmers Group (Zurich Insurance Group),Switzerland/Zurich Financial Services AG,"$96,000","$57,500","$38,500",2022
Fincantieri Marinette Marine,Italy/Fincantieri-Cantieri Navali Italiani SpA,"$14,500","$6,000","$8,500",2022
Finsbury Glover Hering (WPP Group),UK/WPP Group,"$80,500","$48,500","$32,000",2022
Florida East Coast Industries (SoftBank Corp),Japan/SoftBank Corp,"$38,000","$14,000","$24,000",2022
Florida East Coast Railway (Grupo Mexico),Mexico/Grupo Mexico,$350,$350,$0,2022
Framatome (EDF Group),France/EDF Group,"$23,000","$12,500","$10,500",2022
Fresenius Medical Care North America,Germany/Fresenius Medical Care,"$307,500","$125,000","$182,500",2022
G4S Secure Solutions,UK/G4S plc,"$2,900","$2,900",$0,2022
Garmin International (Garmin Ltd),Switzerland/Garmin Ltd,"$30,000","$10,500","$19,500",2022
GE Appliances,China/Haier Group,"-$5,000",$0,"-$5,000",2022
Genentech Inc (Roche Holdings),Switzerland/Roche Holdings,"$138,500","$55,000","$83,500",2022
General Cigar Co,Sweden/Scandinavian Tobacco Group,$0,$0,$0,2022
GenesisCare USA,Australia/GenesisCare,"$12,000","$7,000","$5,000",2022
Gerdau Ameristeel Corp,Brazil/Gerdau Inc,"$6,500","$4,000","$2,500",2022
Glanbia Foods (Glanbia PLC),Ireland/Glanbia PLC,$0,$0,$0,2022
GlaxoSmithKline,UK/GlaxoSmithKline,"$127,500","$44,000","$83,500",2022
Grand Trunk Western-Illinois Central RR,Canada/Canadian National Railway,"$5,500",$0,"$5,500",2022
Greyhound Lines,UK/FirstGroup PLC,"$8,000","$6,000","$2,000",2022
Hannover Life Reassurance Co,Germany/Hannover Re,"$7,500","$5,000","$2,500",2022
Hatch LTK (Hatch Ltd),Canada/Hatch Ltd,"$5,800","$5,800",$0,2022
Headwaters Inc,Australia/Boral Ltd,"$8,000","$1,000","$7,000",2022
Heineken USA,Netherlands/L'Arche Green NV,"$16,000","$10,000","$6,000",2022
Herbalife Nutrition,UK/Herbalife Ltd,"$67,000","$32,000","$35,000",2022
Holcim US (LafargeHolcim),Switzerland/LaFargeHolcim,"$20,000","$15,500","$4,500",2022
Horizon Therapeutics,Ireland/Horizon Pharma PLC,"$90,000","$53,000","$37,000",2022
HSBC North America (HSBC Holdings),UK/HSBC Holdings,$0,$0,$0,2022
HSBC North America (HSBC Holdings),UK/HSBC Holdings,"$17,500","$10,000","$7,500",2022
IBI Group Engineering Services,Canada/IBI Group,$150,$0,$150,2022
IDEMIA Identity & Security (IDEMIA),France/IDEMIA,"$21,000",$0,"$21,000",2022
IGT Global Solutions,Italy/B&D Holding Di Marco Drago e C Sapa,"$17,900","$17,900",$0,2022
Infineon Technologies,Germany/Infineon Technologies AG,"$12,500","$8,500","$4,000",2022
Intelsat Holdings (Serafina SA),Luxembourg/Serafina SA,"$6,000","$3,500","$2,500",2022
Intergraph Corp,Sweden/Hexagon AB,"$2,900",$0,"$2,900",2022
Ipsen Biopharmaceuticals,France/Ipsen SA,"$11,000","$7,500","$3,500",2022
ITG Brands (Imperial Brands),UK/Imperial Brands,"$6,000","$1,500","$4,500",2022
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$94,198","$30,998","$63,200",2022
Jackson National Life Insurance (Prudential PLC),UK/Prudential PLC,"$63,000","$42,500","$20,500",2022
JBS USA,Brazil/JBS SA,"$3,500","$1,000","$2,500",2022
John Hancock Life Insurance,Canada/Manulife Financial,"$61,500","$40,500","$21,000",2022
Johnson Controls (Johnson Controls International),Ireland/Johnson Controls International,"$129,000","$68,500","$60,500",2022
Komatsu Mining,Japan/Komatsu Ltd,"$20,599","$9,500","$11,099",2022
Lanxess Corp (Lanxess AG),Germany/Lanxess AG,$0,$0,$0,2022
Lehigh Hanson,Germany/HeidelbergCement AG,"$8,500","$2,500","$6,000",2022
Leonardo DRS,Italy/Leonardo SpA,"$149,500","$61,000","$88,500",2022
Lincare Holdings (Linde plc),UK/Linde plc,"$14,500","$1,000","$13,500",2022
Linde plc (Linde plc),UK/Linde Plc,"$10,000","$10,000",$0,2022
Livanova USA,UK/Livanova Plc,"$3,000","$2,000","$1,000",2022
Louis Dreyfus Co,Netherlands/Louis Dreyfus Group,"$2,000",$0,"$2,000",2022
LSEG US,UK/London Stock Exchange Group,"$2,000","$2,000",$0,2022
Lundbeck Inc,Denmark/H Lundbeck A/S,"$88,400","$51,400","$37,000",2022
LyondellBasell Industries,Netherlands/LyondellBasell Industries,"$53,500","$21,500","$32,000",2022
Maersk Inc (AP Moller-Maersk),Denmark/AP Moller-Maersk,"$48,000","$23,500","$24,500",2022
Mallinckrodt Pharmaceuticals,UK/Mallinckrodt Plc,-$500,"$3,500","-$4,000",2022
Maxar Technologies (Maxar Technologies),Canada/Maxar Technologies,"$68,000","$38,500","$29,500",2022
MBDA Inc,UK/MBDA,$0,$0,$0,2022
Medtronic Inc,Ireland/Medtronic Plc,"$107,000","$64,500","$42,500",2022
Messer North America,Germany/Messer Group,"$12,500",$0,"$12,500",2022
Mitsubishi Power,Japan/Mitsubishi Power,$0,$0,$0,2022
Molson Coors Beverage Co (Molson Coors Brewing),Canada/Molson Coors Brewing,"$47,000","$22,500","$24,500",2022
Munich American Reassurance,Germany/Munich Re Group,"$7,500","$5,000","$2,500",2022
Nammo Inc (Nammo AS),Norway/Nammo AS,"$6,000","$2,000","$4,000",2022
National Grid USA (National Grid plc),UK/National Grid plc,"$40,500","$37,000","$3,500",2022
Nestle Purina PetCare (Nestle SA),Switzerland/Nestle SA,$0,$0,$0,2022
Nomura Holding America,Japan/Nomura Holdings,"$31,500","$11,500","$20,000",2022
NOVA Chemicals,United Arab Emirates/International Petroleum Investment Co,$0,$0,$0,2022
Novartis Corp (Novartis AG),Switzerland/Novartis AG,"$158,000","$89,000","$69,000",2022
Novo Nordisk,Denmark/Novo Nordisk A/S,"$199,000","$104,500","$94,500",2022
Novocure Inc,UK/Novocure,"$44,500","$22,000","$22,500",2022
Nutrien Ag Solutions,Canada/Nutrien Ltd,"$16,500","$10,500","$6,000",2022
Otsuka America (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$60,000","$33,000","$27,000",2022
Permobil Inc (Investor AB),Sweden/Investor AB,"$1,000","$1,000",$0,2022
Pernod Ricard USA,France/Pernod Ricard SA,"$13,500","$5,000","$8,500",2022
Pharmavite LLC (Otsuka Pharmaceutical),Japan/Otsuka Pharmaceutical,"$50,000","$25,000","$25,000",2022
Philips Electronics North America (Philips),Netherlands/Philips,"$61,250","$29,750","$31,500",2022
Prime Policy Group (WPP Group),UK/WPP Group,"$25,000","$12,500","$12,500",2022
Protective Life Corp (Dai-Ichi Life),Japan/Dai-Ichi Life,"$97,500","$35,000","$62,500",2022
Purpose Financial (Grupo Salinas),Mexico/Grupo Salinas,"$25,500","$8,500","$17,000",2022
Putnam Investments (Power Financial Corp),Canada/Power Financial Corp,"$1,000","$1,000",$0,2022
RBC Bank (Royal Bank of Canada),Canada/Royal Bank of Canada,"$57,000","$29,000","$28,000",2022
Recurrent Energy,Canada/Canadian Solar,$0,$0,$0,2022
RELX Inc,UK/RELX Group,"$44,500","$28,000","$16,500",2022
Resolute FP US,Canada/Resolute Forest Products,"$42,000","$4,500","$37,500",2022
Reynolds American (British American Tobacco),UK/British American Tobacco plc,"$127,600","$43,600","$84,000",2022
Rio Tinto America,UK/Rio Tinto Group,"$27,000","$14,500","$12,500",2022
Roche Diagnostics (Roche Holdings),Switzerland/Roche Holdings,"$25,500","$8,500","$17,000",2022
Rolls-Royce North America (Rolls-Royce PLC),UK/Rolls-Royce PLC,"$122,000","$50,500","$71,500",2022
Sabic Innovative Plastics,Saudi Arabia/SABIC,"$1,000","$1,000",$0,2022
Safelite Group,Belgium/D'Ieteren SA,"$2,500","$2,500",$0,2022
Samsung Electronics America,South Korea/Samsung Group,"$209,000","$118,000","$91,000",2022
Sanofi US (Sanofi),France/Sanofi,"$100,500","$42,500","$58,000",2022
Santander Bank (Banco Santander),Spain/Banco Santander,"$59,500","$34,000","$25,500",2022
SAP America,Germany/SAP SE,"$10,500","$6,500","$4,000",2022
Schwan's Co,South Korea/CJ CheilJedang,"$47,000","$15,500","$31,500",2022
Securitas Security Services USA,Sweden/Securitas AB,$0,$0,$0,2022
Serco Inc,UK/Serco Group,"$51,000","$28,500","$22,500",2022
Shell USA,Netherlands/Shell plc,"$5,000",$0,"$5,000",2022
Siemens Corp (Siemens AG),Germany/Siemens AG,"$118,000","$68,500","$49,500",2022
Smith & Nephew,UK/Smith & Nephew Plc,"$56,500","$36,500","$20,000",2022
Smithfield Foods,China/WH Group,"$27,500","$16,000","$11,500",2022
Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$29,500","$14,000","$15,500",2022
Smiths Group Services Corp (Smiths Group),UK/Smiths Group PLC,"$4,500","$3,500","$1,000",2022
Sodexo Inc,France/Sodexo,$0,$0,$0,2022
Solvay America,Belgium/Solvay SA,"$9,000","$4,500","$4,500",2022
Sony Music Entertainment (Sony Corp),Japan/Sony Corp,"$21,500","$13,500","$8,000",2022
Sony Pictures Entertainment (Sony Corp),Japan/Sony Corp,"$24,000","$15,000","$9,000",2022
Spark Therapeutics (Roche Holdings),Switzerland/Roche Holdings,"$1,500","$1,500",$0,2022
SSAB Americas,Sweden/SSAB AB,"$12,500","$5,000","$7,500",2022
Standard Insurance Co,Japan/Meiji Yasuda Life Insurance,$0,$0,$0,2022
Steris Corp,UK/Steris PLC,"$29,500","$13,500","$16,000",2022
SUEZ Water,France/SUEZ Environnement,"$7,500","$7,500",$0,2022
Sun Life Financial (Sun Life Financial),Canada/Sun Life Financial,"$95,500","$56,000","$39,500",2022
Sunovion Pharmaceuticals (Sumitomo Chemical),Japan/Sumitomo Chemical,"$67,600","$37,300","$30,300",2022
Sunpower Corp,France/TotalEnergies,"$23,500","$23,500",$0,2022
Swedish Match North America (Swedish Match AB),Sweden/Swedish Match AB,"$2,500",$0,"$2,500",2022
Swiss Re America,Switzerland/Swiss Reinsurance,$0,$0,$0,2022
Syngenta Corp,China/ChemChina,"$122,000","$34,500","$87,500",2022
Tabacalera USA (Imperial Brands),UK/Imperial Brands,"$2,521","$1,000","$1,521",2022
Takeda Pharmaceuticals USA (Takeda Pharmaceutical Co),Japan/Takeda Pharmaceutical Co,"$139,000","$69,500","$69,500",2022
TD Bank USA,Canada/Toronto-Dominion Bank,"$81,000","$59,000","$22,000",2022
TE Connectivity,Switzerland/TE Connectivity,"$13,500","$1,000","$12,500",2022
TECO Energy,Canada/Emera Inc,"$11,000","$2,500","$8,500",2022
Teva Pharmaceuticals USA,Israel/Teva Pharmaceutical Industries,"$46,400","$23,500","$22,900",2022
Toyota Motor North America,Japan/Toyota Motor Corp,"$623,898","$314,898","$309,000",2022
Trane Technologies,Ireland/Trane Technologies,$300,$300,$0,2022
TransAmerica,Netherlands/Aegon NV,"$239,500","$122,500","$117,000",2022
Transcanada USA Services (TC Energy),Canada/TC Energy,"$86,000","$25,000","$61,000",2022
UBS Americas,Switzerland/UBS AG,"$715,000","$375,000","$340,000",2022
UCB Inc (UCB SA),Belgium/UCB SA,"$36,000","$24,000","$12,000",2022
Ultra Electronics USA,UK/Ultra Electronics,"$46,000","$9,500","$36,500",2022
Universal Music Group (Vivendi),France/Vivendi,"$90,000","$48,000","$42,000",2022
Valent USA (Sumitomo Chemical),Japan/Sumitomo Chemical,"$4,500","$3,000","$1,500",2022
Varian Medical Systems (Siemens AG),Germany/Siemens AG,"$44,800","$27,800","$17,000",2022
VNA Holding (AB Volvo),Sweden/AB Volvo,"$30,000","$21,000","$9,000",2022
VT Halter Marine,Singapore/ST Engineering,"$6,500",$0,"$6,500",2022
Washington Gas Light Co (AltaGas Ltd),Canada/AltaGas Ltd,"$12,900","$9,900","$3,000",2022
Westinghouse Electric,Canada/Brookfield Business Partners,"$22,000","$12,000","$10,000",2022
WSP USA,Canada/WSP Global,"$44,500","$31,000","$13,500",2022
ZF Automotive US (ZF Friedrichshafen AG),Germany/ZF Friedrichshafen AG,"-$2,000",$0,"-$2,000",2022
Zurich Insurance (Zurich Insurance Group),Switzerland/Zurich Insurance Group,"$185,000","$109,500","$75,500",2022
